Route Number,ETA,Distance,Route,Time
1,41min,16.4mi,via I-94 W,Mon Aug 13 11:18:42 2018
1,41min,16.4mi,via I-94 W,Mon Aug 13 11:18:52 2018
1,41min,16.4mi,via I-94 W,Mon Aug 13 11:19:01 2018
1,41min,16.4mi,via I-94 W,Mon Aug 13 11:19:19 2018
1,38min,16.4mi,via I-94 W,Mon Aug 13 11:20:29 2018
