Route Number,ETA,Distance,Route,Time
1,25 min,16.9 miles,"Kennedy Expwy E, Dan Ryan Expwy E Chicago",Wed Aug 22 22:41:10 2018
1,25 min,16.9 miles,"Kennedy Expwy E, Dan Ryan Expwy E Chicago",Wed Aug 22 22:41:29 2018
1,25 min,16.9 miles,"Kennedy Expwy E, Dan Ryan Expwy E Chicago",Wed Aug 22 22:41:46 2018
1,25 min,16.9 miles,"Kennedy Expwy E, Dan Ryan Expwy E Chicago",Wed Aug 22 22:42:04 2018
