Route Number,ETA,Distance,Route,Time
1,34 min,33.4 mi,Via I-95 N,Mon Aug 13 11:08:12 2018
1,34 min,33.4 mi,Via I-95 N,Mon Aug 13 11:08:19 2018
1,34 min,33.4 mi,Via I-95 N,Mon Aug 13 11:08:23 2018
1,34 min,33.4 mi,Via I-95 N,Mon Aug 13 11:08:28 2018
1,34 min,33.4 mi,Via I-95 N,Mon Aug 13 11:08:32 2018
1,34 min,33.4 mi,Via I-95 N,Mon Aug 13 11:08:37 2018
