Route Number,ETA,Distance,Route,Time
1,33 min min,34.0 miles,I-95 N,Mon Aug 13 11:12:57 2018
1,33 min min,34.0 miles,I-95 N,Mon Aug 13 11:13:03 2018
1,33 min min,34.0 miles,I-95 N,Mon Aug 13 11:13:09 2018
1,33 min min,34.0 miles,I-95 N,Mon Aug 13 11:13:13 2018
